id,status,start,finish,duration_hours,student,paying_client,paying_client_name
15826580,complete,2025-05-14T17:00:00.000Z,2025-05-14T18:00:00.000Z,1,,,""
15826579,complete,2025-05-07T17:00:00.000Z,2025-05-07T18:00:00.000Z,1,,,""
15826578,complete,2025-04-30T17:00:00.000Z,2025-04-30T18:00:00.000Z,1,,,""
15826577,complete,2025-04-23T17:00:00.000Z,2025-04-23T18:00:00.000Z,1,,,""
15826576,complete,2025-04-16T17:00:00.000Z,2025-04-16T18:00:00.000Z,1,,,""
15826575,complete,2025-04-09T17:00:00.000Z,2025-04-09T18:00:00.000Z,1,,,""
15826574,complete,2025-04-02T17:00:00.000Z,2025-04-02T18:00:00.000Z,1,,,""
15826573,complete,2025-03-26T18:00:00.000Z,2025-03-26T19:00:00.000Z,1,,,""
15826572,complete,2025-03-19T18:00:00.000Z,2025-03-19T19:00:00.000Z,1,,,""
15826571,complete,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,1,,,""
15826570,complete,2025-03-05T18:00:00.000Z,2025-03-05T19:00:00.000Z,1,,,""
15826569,complete,2025-02-26T18:00:00.000Z,2025-02-26T19:00:00.000Z,1,,,""
15826568,complete,2025-02-19T18:00:00.000Z,2025-02-19T19:00:00.000Z,1,,,""
15826567,complete,2025-02-12T18:00:00.000Z,2025-02-12T19:00:00.000Z,1,,,""
15826566,complete,2025-02-05T18:00:00.000Z,2025-02-05T19:00:00.000Z,1,,,""
15826565,complete,2025-01-29T18:00:00.000Z,2025-01-29T19:00:00.000Z,1,,,""
15826564,complete,2025-01-22T18:00:00.000Z,2025-01-22T19:00:00.000Z,1,,,""
15826563,complete,2025-01-15T18:00:00.000Z,2025-01-15T19:00:00.000Z,1,,,""
15826562,complete,2025-01-08T18:00:00.000Z,2025-01-08T19:00:00.000Z,1,,,""
15826561,cancelled,2025-01-01T18:00:00.000Z,2025-01-01T19:00:00.000Z,1,,,""
15826560,cancelled,2024-12-25T18:00:00.000Z,2024-12-25T19:00:00.000Z,1,,,""
15826559,cancelled,2024-12-18T18:00:00.000Z,2024-12-18T19:00:00.000Z,1,,,""
15820234,complete,2024-12-04T18:00:00.000Z,2024-12-04T19:00:00.000Z,1,,,""
15815008,complete,2024-12-04T17:00:00.000Z,2024-12-04T18:00:00.000Z,1,,,""
15811243,complete,2024-12-02T16:00:00.000Z,2024-12-02T17:00:00.000Z,1,,,""
15810911,complete,2024-12-03T18:20:00.000Z,2024-12-03T19:10:00.000Z,0.8333333333333334,,,""
15810878,complete,2024-12-03T16:55:00.000Z,2024-12-03T17:45:00.000Z,0.8333333333333334,,,""
15807325,complete,2024-12-03T17:30:00.000Z,2024-12-03T18:30:00.000Z,1,,,""
15807324,complete,2024-12-03T16:10:00.000Z,2024-12-03T17:10:00.000Z,1,,,""
15807319,complete,2024-12-03T16:10:00.000Z,2024-12-03T17:10:00.000Z,1,,,""
15795165,complete,2024-12-09T17:30:00.000Z,2024-12-09T18:30:00.000Z,1,,,""
15795163,complete,2024-12-02T15:45:00.000Z,2024-12-02T16:45:00.000Z,1,,,""
15795160,complete,2024-12-02T17:30:00.000Z,2024-12-02T18:30:00.000Z,1,,,""
15795138,complete,2024-12-01T14:00:00.000Z,2024-12-01T15:00:00.000Z,1,,,""
15795123,complete,2024-12-08T10:00:00.000Z,2024-12-08T11:00:00.000Z,1,,,""
15795121,complete,2024-12-05T16:15:00.000Z,2024-12-05T17:15:00.000Z,1,,,""
15791582,complete,2024-12-02T17:41:00.000Z,2024-12-02T18:41:00.000Z,1,,,""
15791320,complete,2024-12-02T16:00:00.000Z,2024-12-02T17:00:00.000Z,1,,,""
15790428,complete,2024-12-02T17:00:00.000Z,2024-12-02T18:00:00.000Z,1,,,""
15790384,complete,2024-12-02T16:00:00.000Z,2024-12-02T17:00:00.000Z,1,,,""
15786410,complete,2024-11-30T14:00:00.000Z,2024-11-30T15:00:00.000Z,1,,,""
15786346,complete,2024-11-28T16:45:00.000Z,2024-11-28T17:45:00.000Z,1,,,""
15786295,complete,2024-11-23T14:00:00.000Z,2024-11-23T15:00:00.000Z,1,,,""
15786101,complete,2024-11-25T16:00:00.000Z,2024-11-25T17:00:00.000Z,1,,,""
15780365,complete,2024-12-01T10:00:00.000Z,2024-12-01T12:00:00.000Z,2,,,""
15779174,complete,2025-04-10T09:30:00.000Z,2025-04-10T10:30:00.000Z,1,,,""
15779173,complete,2025-04-05T11:30:00.000Z,2025-04-05T12:30:00.000Z,1,,,""
15779171,complete,2025-03-22T12:30:00.000Z,2025-03-22T13:30:00.000Z,1,,,""
15779170,complete,2025-03-15T12:30:00.000Z,2025-03-15T13:30:00.000Z,1,,,""
15779169,complete,2025-03-08T12:30:00.000Z,2025-03-08T13:30:00.000Z,1,,,""
15779168,complete,2025-03-01T12:30:00.000Z,2025-03-01T13:30:00.000Z,1,,,""
15779167,complete,2025-02-20T12:00:00.000Z,2025-02-20T13:00:00.000Z,1,,,""
15779166,complete,2025-02-15T12:30:00.000Z,2025-02-15T13:30:00.000Z,1,,,""
15779165,complete,2025-02-08T12:30:00.000Z,2025-02-08T13:30:00.000Z,1,,,""
15779164,complete,2025-02-01T12:30:00.000Z,2025-02-01T13:30:00.000Z,1,,,""
15779163,complete,2025-01-25T12:30:00.000Z,2025-01-25T13:30:00.000Z,1,,,""
15779162,complete,2025-01-18T12:30:00.000Z,2025-01-18T13:30:00.000Z,1,,,""
15779161,complete,2025-01-11T12:30:00.000Z,2025-01-11T13:30:00.000Z,1,,,""
15779158,complete,2024-12-21T12:30:00.000Z,2024-12-21T13:30:00.000Z,1,,,""
15779157,complete,2024-12-14T12:30:00.000Z,2024-12-14T13:30:00.000Z,1,,,""
15779156,complete,2024-12-07T12:30:00.000Z,2024-12-07T13:30:00.000Z,1,,,""
15778883,complete,2024-11-30T12:30:00.000Z,2024-11-30T13:30:00.000Z,1,,,""
15778778,complete,2024-12-01T14:30:00.000Z,2024-12-01T16:30:00.000Z,2,,,""
15763945,complete,2024-12-08T13:00:00.000Z,2024-12-08T15:00:00.000Z,2,,,""
15754524,complete,2024-11-28T17:45:00.000Z,2024-11-28T18:45:00.000Z,1,,,""
15754510,complete,2024-11-21T18:30:00.000Z,2024-11-21T19:30:00.000Z,1,,,""
15753513,complete,2024-11-28T17:40:00.000Z,2024-11-28T18:40:00.000Z,1,,,""
15745889,complete,2024-12-03T18:15:00.000Z,2024-12-03T19:15:00.000Z,1,,,""
15745885,complete,2024-12-03T17:15:00.000Z,2024-12-03T18:15:00.000Z,1,,,""
15735362,complete,2025-01-10T11:00:00.000Z,2025-01-10T12:00:00.000Z,1,,,""
15735359,complete,2025-01-03T11:00:00.000Z,2025-01-03T12:00:00.000Z,1,,,""
15735335,complete,2024-12-30T11:00:00.000Z,2024-12-30T12:00:00.000Z,1,,,""
15732784,complete,2024-11-26T16:00:00.000Z,2024-11-26T17:00:00.000Z,1,,,""
15729191,complete,2024-11-26T18:20:00.000Z,2024-11-26T19:20:00.000Z,1,,,""
15729174,complete,2024-11-26T16:55:00.000Z,2024-11-26T17:40:00.000Z,0.75,,,""
15728691,complete,2024-11-26T17:30:00.000Z,2024-11-26T18:30:00.000Z,1,,,""
15728686,complete,2024-11-26T16:10:00.000Z,2024-11-26T17:10:00.000Z,1,,,""
15728681,complete,2024-11-26T16:10:00.000Z,2024-11-26T17:10:00.000Z,1,,,""
15716193,complete,2024-11-25T17:00:00.000Z,2024-11-25T18:00:00.000Z,1,,,""
15716153,complete,2024-11-25T17:15:00.000Z,2024-11-25T18:15:00.000Z,1,,,""
15715137,complete,2024-11-25T16:00:00.000Z,2024-11-25T17:00:00.000Z,1,,,""
15715129,complete,2024-11-25T17:00:00.000Z,2024-11-25T18:00:00.000Z,1,,,""
15707591,complete,2024-11-23T13:30:00.000Z,2024-11-23T14:30:00.000Z,1,,,""
15707543,complete,2024-11-19T17:30:00.000Z,2024-11-19T18:30:00.000Z,1,,,""
15707420,complete,2024-11-19T16:00:00.000Z,2024-11-19T17:00:00.000Z,1,,,""
15707374,complete,2024-11-19T19:00:00.000Z,2024-11-19T20:00:00.000Z,1,,,""
15707347,complete,2024-11-18T19:30:00.000Z,2024-11-18T20:30:00.000Z,1,,,""
15705624,complete,2024-11-27T16:45:00.000Z,2024-11-27T17:45:00.000Z,1,,,""
15705612,complete,2024-11-21T17:15:00.000Z,2024-11-21T18:15:00.000Z,1,,,""
15705591,complete,2024-11-20T16:45:00.000Z,2024-11-20T17:45:00.000Z,1,,,""
15704889,complete,2024-11-24T12:05:00.000Z,2024-11-24T13:05:00.000Z,1,,,""
15704725,complete,2024-11-24T11:10:00.000Z,2024-11-24T12:10:00.000Z,1,,,""
15704699,complete,2024-11-23T11:20:00.000Z,2024-11-23T12:50:00.000Z,1.5,,,""
15700562,complete,2024-11-23T13:00:00.000Z,2024-11-23T15:00:00.000Z,2,,,""
15693023,complete,2024-11-26T18:15:00.000Z,2024-11-26T19:15:00.000Z,1,,,""
15693017,complete,2024-11-26T17:15:00.000Z,2024-11-26T18:15:00.000Z,1,,,""
15686774,complete,2024-11-21T17:15:00.000Z,2024-11-21T18:15:00.000Z,1,,,""
15676223,complete,2024-11-18T19:50:00.000Z,2024-11-18T20:50:00.000Z,1,,,""
15674055,complete,2024-11-20T17:00:00.000Z,2024-11-20T18:00:00.000Z,1,,,""
15668127,complete,2024-11-19T18:15:00.000Z,2024-11-19T19:00:00.000Z,0.75,,,""
15667984,complete,2024-11-19T16:45:00.000Z,2024-11-19T17:15:00.000Z,0.5,,,""
15667965,complete,2024-11-19T17:30:00.000Z,2024-11-19T18:30:00.000Z,1,,,""
15667937,complete,2024-11-19T16:00:00.000Z,2024-11-19T17:00:00.000Z,1,,,""
15667897,complete,2024-11-19T16:00:00.000Z,2024-11-19T17:00:00.000Z,1,,,""
15665091,complete,2024-11-16T16:00:00.000Z,2024-11-16T17:00:00.000Z,1,,,""
15665077,complete,2024-11-09T14:00:00.000Z,2024-11-09T15:00:00.000Z,1,,,""
15664904,complete,2024-11-18T16:00:00.000Z,2024-11-18T17:00:00.000Z,1,,,""
15664880,complete,2024-11-11T16:00:00.000Z,2024-11-11T17:00:00.000Z,1,,,""
15655324,complete,2024-11-18T18:31:00.000Z,2024-11-18T19:31:00.000Z,1,,,""
15655314,complete,2024-11-18T16:00:00.000Z,2024-11-18T17:00:00.000Z,1,,,""
15652738,complete,2024-11-16T16:30:00.000Z,2024-11-16T18:30:00.000Z,2,,,""
15652657,complete,2024-11-18T16:00:00.000Z,2024-11-18T17:00:00.000Z,1,,,""
15650891,complete,2024-11-17T10:00:00.000Z,2024-11-17T12:00:00.000Z,2,,,""
15649315,complete,2024-11-16T13:30:00.000Z,2024-11-16T14:30:00.000Z,1,,,""
15648950,complete,2024-11-10T16:00:00.000Z,2024-11-10T17:00:00.000Z,1,,,""
15648839,complete,2024-11-16T10:00:00.000Z,2024-11-16T11:00:00.000Z,1,,,""
15648822,complete,2024-11-09T10:00:00.000Z,2024-11-09T11:00:00.000Z,1,,,""
15648764,complete,2024-11-12T17:30:00.000Z,2024-11-12T18:30:00.000Z,1,,,""
15648727,complete,2024-11-12T16:00:00.000Z,2024-11-12T17:00:00.000Z,1,,,""
15648115,complete,2024-11-14T16:00:00.000Z,2024-11-14T17:00:00.000Z,1,,,""
15648064,complete,2024-11-07T16:00:00.000Z,2024-11-07T17:00:00.000Z,1,,,""
15644936,complete,2025-01-13T18:00:00.000Z,2025-01-13T19:00:00.000Z,1,,,""
15644935,complete,2025-01-07T11:00:00.000Z,2025-01-07T12:00:00.000Z,1,,,""
15644934,cancelled,2024-12-31T17:45:00.000Z,2024-12-31T18:45:00.000Z,1,,,""
15644933,cancelled,2024-12-24T17:45:00.000Z,2024-12-24T18:45:00.000Z,1,,,""
15644932,complete,2024-12-17T17:45:00.000Z,2024-12-17T18:45:00.000Z,1,,,""
15644931,cancelled,2024-12-10T17:45:00.000Z,2024-12-10T18:45:00.000Z,1,,,""
15644930,complete,2024-12-03T17:45:00.000Z,2024-12-03T18:45:00.000Z,1,,,""
15644929,complete,2024-11-26T17:45:00.000Z,2024-11-26T18:45:00.000Z,1,,,""
15644882,complete,2025-01-14T20:00:00.000Z,2025-01-14T21:00:00.000Z,1,,,""
15644879,complete,2024-12-24T20:00:00.000Z,2024-12-24T21:00:00.000Z,1,,,""
15644875,complete,2024-11-26T20:00:00.000Z,2024-11-26T21:00:00.000Z,1,,,""
15644869,planned,2024-11-19T20:00:00.000Z,2024-11-19T21:00:00.000Z,1,,,""
15644667,complete,2024-11-18T15:45:00.000Z,2024-11-18T16:45:00.000Z,1,,,""
15644664,complete,2024-11-28T14:30:00.000Z,2024-11-28T15:30:00.000Z,1,,,""
15644661,complete,2024-11-24T13:00:00.000Z,2024-11-24T14:00:00.000Z,1,,,""
15644658,complete,2024-11-18T17:30:00.000Z,2024-11-18T18:30:00.000Z,1,,,""
15644653,complete,2024-11-24T17:00:00.000Z,2024-11-24T18:00:00.000Z,1,,,""
15644651,complete,2024-11-24T16:00:00.000Z,2024-11-24T17:00:00.000Z,1,,,""
15644646,complete,2024-11-17T14:00:00.000Z,2024-11-17T16:00:00.000Z,2,,,""
15640762,complete,2024-11-16T12:30:00.000Z,2024-11-16T13:30:00.000Z,1,,,""
15640158,complete,2024-11-17T11:20:00.000Z,2024-11-17T12:20:00.000Z,1,,,""
15640150,complete,2024-11-17T09:40:00.000Z,2024-11-17T10:40:00.000Z,1,,,""
15636612,complete,2024-11-16T13:30:00.000Z,2024-11-16T14:30:00.000Z,1,,,""
15636598,complete,2024-11-16T11:15:00.000Z,2024-11-16T12:15:00.000Z,1,,,""
15636596,cancelled,2024-11-16T16:28:00.000Z,2024-11-16T17:28:00.000Z,1,,,""
15636588,complete,2024-11-16T09:15:00.000Z,2024-11-16T10:15:00.000Z,1,,,""
15620861,complete,2024-11-14T17:27:00.000Z,2024-11-14T18:27:00.000Z,1,,,""
15619260,complete,2024-11-14T16:35:00.000Z,2024-11-14T17:35:00.000Z,1,,,""
15616655,complete,2024-11-13T18:30:00.000Z,2024-11-13T19:30:00.000Z,1,,,""
15611977,complete,2024-11-13T19:20:00.000Z,2024-11-13T20:10:00.000Z,0.8333333333333334,,,""
15611965,cancelled,2024-11-19T19:20:00.000Z,2024-11-19T20:10:00.000Z,0.8333333333333334,,,""
15609505,complete,2024-11-11T18:15:00.000Z,2024-11-11T19:15:00.000Z,1,,,""
15609223,complete,2024-11-13T17:00:00.000Z,2024-11-13T18:00:00.000Z,1,,,""
15608757,complete,2024-11-19T18:15:00.000Z,2024-11-19T19:15:00.000Z,1,,,""
15608755,complete,2024-11-19T17:15:00.000Z,2024-11-19T18:15:00.000Z,1,,,""
15608665,complete,2024-11-11T20:00:00.000Z,2024-11-11T21:00:00.000Z,1,,,""
15602395,complete,2024-11-12T18:15:00.000Z,2024-11-12T19:15:00.000Z,1,,,""
15602261,complete,2024-11-12T16:45:00.000Z,2024-11-12T17:45:00.000Z,1,,,""
15602115,complete,2024-11-12T17:30:00.000Z,2024-11-12T18:30:00.000Z,1,,,""
15602107,complete,2024-11-12T16:15:00.000Z,2024-11-12T17:15:00.000Z,1,,,""
15602098,complete,2024-11-12T16:15:00.000Z,2024-11-12T17:15:00.000Z,1,,,""
15601790,complete,2024-11-15T10:00:00.000Z,2024-11-15T11:00:00.000Z,1,,,""
15595933,complete,2024-11-11T17:00:00.000Z,2024-11-11T18:00:00.000Z,1,,,""
15595648,complete,2024-11-10T11:15:00.000Z,2024-11-10T12:15:00.000Z,1,,,""
15592397,complete,2024-11-19T17:45:00.000Z,2024-11-19T18:45:00.000Z,1,,,""
15591895,complete,2024-11-11T16:15:00.000Z,2024-11-11T17:15:00.000Z,1,,,""
15591879,complete,2024-11-11T17:30:00.000Z,2024-11-11T18:30:00.000Z,1,,,""
15590700,complete,2024-11-11T17:15:00.000Z,2024-11-11T18:15:00.000Z,1,,,""
15585304,complete,2024-11-11T09:31:00.000Z,2024-11-11T10:31:00.000Z,1,,,""
15582842,complete,2024-11-10T15:00:00.000Z,2024-11-10T16:00:00.000Z,1,,,""
15581586,complete,2024-11-17T18:00:00.000Z,2024-11-17T19:00:00.000Z,1,,,""
15581583,complete,2024-11-16T09:30:00.000Z,2024-11-16T10:30:00.000Z,1,,,""
15581395,complete,2024-11-10T15:30:00.000Z,2024-11-10T15:55:00.000Z,0.4166666666666667,,,""
15581385,cancelled,2024-11-10T17:16:00.000Z,2024-11-10T18:16:00.000Z,1,,,""
15581373,complete,2024-11-10T14:00:00.000Z,2024-11-10T15:30:00.000Z,1.5,,,""
15581131,complete,2024-11-07T17:30:00.000Z,2024-11-07T18:30:00.000Z,1,,,""
15579773,complete,2024-11-10T10:30:00.000Z,2024-11-10T11:30:00.000Z,1,,,""
15578312,complete,2024-11-11T17:30:00.000Z,2024-11-11T18:30:00.000Z,1,,,""
15578309,complete,2024-11-10T14:00:00.000Z,2024-11-10T15:00:00.000Z,1,,,""
15578307,complete,2024-11-17T11:00:00.000Z,2024-11-17T12:00:00.000Z,1,,,""
15578302,complete,2024-11-10T11:00:00.000Z,2024-11-10T13:00:00.000Z,2,,,""
15578247,complete,2024-11-07T13:30:00.000Z,2024-11-07T15:30:00.000Z,2,,,""
15577236,complete,2024-11-09T15:10:00.000Z,2024-11-09T17:10:00.000Z,2,,,""
15576417,complete,2024-11-09T13:00:00.000Z,2024-11-09T14:00:00.000Z,1,,,""
15571758,complete,2024-11-04T17:00:00.000Z,2024-11-04T18:00:00.000Z,1,,,""
15571676,complete,2024-11-11T17:45:00.000Z,2024-11-11T18:45:00.000Z,1,,,""
15571669,complete,2024-11-08T17:30:00.000Z,2024-11-08T19:30:00.000Z,2,,,""
15570410,complete,2024-11-10T18:00:00.000Z,2024-11-10T19:00:00.000Z,1,,,""
15570408,complete,2024-11-10T17:00:00.000Z,2024-11-10T18:00:00.000Z,1,,,""
15562432,complete,2024-11-06T18:15:00.000Z,2024-11-06T19:15:00.000Z,1,,,""
15557726,complete,2024-11-02T14:00:00.000Z,2024-11-02T15:00:00.000Z,1,,,""
15557484,complete,2024-10-25T16:00:00.000Z,2024-10-25T17:00:00.000Z,1,,,""
15557191,complete,2024-11-04T16:00:00.000Z,2024-11-04T17:00:00.000Z,1,,,""
15557134,complete,2024-10-28T16:00:00.000Z,2024-10-28T17:00:00.000Z,1,,,""
15555622,complete,2024-11-06T18:55:00.000Z,2024-11-06T19:55:00.000Z,1,,,""
15546502,complete,2024-11-06T17:00:00.000Z,2024-11-06T18:00:00.000Z,1,,,""
15539722,complete,2024-11-05T16:04:00.000Z,2024-11-05T17:04:00.000Z,1,,,""
15539717,complete,2024-11-05T16:03:00.000Z,2024-11-05T17:03:00.000Z,1,,,""
15539249,complete,2024-11-05T18:10:00.000Z,2024-11-05T18:55:00.000Z,0.75,,,""
15539223,complete,2024-11-05T17:00:00.000Z,2024-11-05T17:45:00.000Z,0.75,,,""
15532743,complete,2024-11-12T17:15:00.000Z,2024-11-12T18:15:00.000Z,1,,,""
15532740,complete,2024-11-12T18:15:00.000Z,2024-11-12T19:15:00.000Z,1,,,""
15526688,complete,2024-11-04T17:00:00.000Z,2024-11-04T18:00:00.000Z,1,,,""
15525295,complete,2024-11-04T16:02:00.000Z,2024-11-04T17:02:00.000Z,1,,,""
15515144,complete,2024-11-03T10:00:00.000Z,2024-11-03T12:00:00.000Z,2,,,""
15506388,complete,2024-11-02T11:00:00.000Z,2024-11-02T12:00:00.000Z,1,,,""
15506362,complete,2024-11-02T09:00:00.000Z,2024-11-02T10:00:00.000Z,1,,,""
15504938,complete,2024-10-30T11:30:00.000Z,2024-10-30T12:30:00.000Z,1,,,""
15504933,complete,2024-11-05T11:30:00.000Z,2024-11-05T12:30:00.000Z,1,,,""
15504922,complete,2024-10-29T12:30:00.000Z,2024-10-29T13:30:00.000Z,1,,,""
15494895,complete,2024-10-31T13:00:00.000Z,2024-10-31T14:00:00.000Z,1,,,""
15494892,complete,2024-10-28T14:00:00.000Z,2024-10-28T15:00:00.000Z,1,,,""
15494566,complete,2024-11-04T10:30:00.000Z,2024-11-04T11:30:00.000Z,1,,,""
15494565,awaiting-report,2024-11-04T10:30:00.000Z,2024-11-04T11:30:00.000Z,1,,,""
15493325,complete,2024-10-31T16:15:00.000Z,2024-10-31T17:15:00.000Z,1,,,""
15488019,complete,2024-11-03T09:00:00.000Z,2024-11-03T10:30:00.000Z,1.5,,,""
15483888,complete,2024-11-04T13:00:00.000Z,2024-11-04T15:00:00.000Z,2,,,""
15483281,complete,2024-10-30T17:00:00.000Z,2024-10-30T18:00:00.000Z,1,,,""
15481629,complete,2024-10-30T17:30:00.000Z,2024-10-30T19:30:00.000Z,2,,,""
15476921,complete,2024-10-30T09:00:00.000Z,2024-10-30T10:00:00.000Z,1,,,""
15471577,complete,2024-10-29T18:00:00.000Z,2024-10-29T19:00:00.000Z,1,,,""
15470477,complete,2024-10-29T17:05:00.000Z,2024-10-29T18:05:00.000Z,1,,,""
15467675,complete,2024-10-29T10:30:00.000Z,2024-10-29T11:30:00.000Z,1,,,""
15467622,complete,2024-10-29T09:00:00.000Z,2024-10-29T10:00:00.000Z,1,,,""
15464458,complete,2024-10-31T09:00:00.000Z,2024-10-31T10:00:00.000Z,1,,,""
15459513,complete,2024-10-28T11:30:00.000Z,2024-10-28T12:30:00.000Z,1,,,""
15459507,complete,2024-10-28T13:00:00.000Z,2024-10-28T14:00:00.000Z,1,,,""
15459389,complete,2024-10-29T09:30:00.000Z,2024-10-29T10:30:00.000Z,1,,,""
15459386,complete,2024-11-11T15:45:00.000Z,2024-11-11T16:45:00.000Z,1,,,""
15459385,complete,2024-11-04T17:00:00.000Z,2024-11-04T18:00:00.000Z,1,,,""
15459380,complete,2024-10-31T13:00:00.000Z,2024-10-31T15:00:00.000Z,2,,,""
15459365,complete,2024-10-27T14:00:00.000Z,2024-10-27T15:00:00.000Z,1,,,""
15459361,complete,2024-10-28T17:00:00.000Z,2024-10-28T18:00:00.000Z,1,,,""
15459347,complete,2024-11-07T16:00:00.000Z,2024-11-07T17:00:00.000Z,1,,,""
15458257,complete,2024-10-28T17:02:00.000Z,2024-10-28T18:02:00.000Z,1,,,""
15457605,complete,2024-10-28T16:00:00.000Z,2024-10-28T17:00:00.000Z,1,,,""
15455013,complete,2024-10-26T08:00:00.000Z,2024-10-26T09:00:00.000Z,1,,,""
15454119,complete,2024-10-28T09:59:00.000Z,2024-10-28T10:59:00.000Z,1,,,""
15453284,complete,2024-10-28T09:00:00.000Z,2024-10-28T10:00:00.000Z,1,,,""
15448446,complete,2024-11-01T11:00:00.000Z,2024-11-01T12:00:00.000Z,1,,,""
15448444,complete,2024-11-02T09:30:00.000Z,2024-11-02T10:30:00.000Z,1,,,""
15446622,complete,2024-10-29T09:00:00.000Z,2024-10-29T10:00:00.000Z,1,,,""
15443785,complete,2024-10-26T15:00:00.000Z,2024-10-26T16:00:00.000Z,1,,,""
15442824,complete,2024-10-26T10:00:00.000Z,2024-10-26T11:00:00.000Z,1,,,""
15441724,complete,2024-10-26T08:15:00.000Z,2024-10-26T09:15:00.000Z,1,,,""
15434588,complete,2024-10-27T09:00:00.000Z,2024-10-27T10:00:00.000Z,1,,,""
15434189,complete,2024-10-23T16:45:00.000Z,2024-10-23T17:45:00.000Z,1,,,""
15427653,complete,2024-10-21T16:00:00.000Z,2024-10-21T17:00:00.000Z,1,,,""
15426663,planned,2024-11-05T17:30:00.000Z,2024-11-05T18:30:00.000Z,1,,,""
15424819,cancelled,2024-11-05T18:15:00.000Z,2024-11-05T19:15:00.000Z,1,,,""
15424817,cancelled,2024-11-05T17:15:00.000Z,2024-11-05T18:15:00.000Z,1,,,""
15419748,complete,2024-10-24T10:00:00.000Z,2024-10-24T11:00:00.000Z,1,,,""
15419581,cancelled,2024-11-06T17:30:00.000Z,2024-11-06T18:30:00.000Z,1,,,""
15419580,complete,2024-11-05T17:30:00.000Z,2024-11-05T18:30:00.000Z,1,,,""
15419579,cancelled,2024-10-30T17:30:00.000Z,2024-10-30T18:30:00.000Z,1,,,""
15419577,cancelled,2024-10-29T17:30:00.000Z,2024-10-29T18:30:00.000Z,1,,,""
15418523,complete,2024-10-23T17:30:00.000Z,2024-10-23T18:30:00.000Z,1,,,""
15418202,complete,2024-10-25T08:00:00.000Z,2024-10-25T09:00:00.000Z,1,,,""
15417010,complete,2024-10-23T16:30:00.000Z,2024-10-23T17:30:00.000Z,1,,,""
15416967,complete,2024-10-23T15:30:00.000Z,2024-10-23T16:30:00.000Z,1,,,""
15413764,complete,2024-10-22T15:00:00.000Z,2024-10-22T16:00:00.000Z,1,,,""
15413759,complete,2024-10-22T15:00:00.000Z,2024-10-22T16:00:00.000Z,1,,,""
15408282,complete,2024-10-22T17:15:00.000Z,2024-10-22T18:00:00.000Z,0.75,,,""
15404564,complete,2024-10-22T16:00:00.000Z,2024-10-22T17:00:00.000Z,1,,,""
15403450,complete,2024-10-23T08:00:00.000Z,2024-10-23T09:00:00.000Z,1,,,""
15403380,complete,2024-10-19T09:00:00.000Z,2024-10-19T10:00:00.000Z,1,,,""
15402151,complete,2024-10-21T16:30:00.000Z,2024-10-21T17:30:00.000Z,1,,,""
15397999,complete,2024-10-20T13:00:00.000Z,2024-10-20T14:00:00.000Z,1,,,""
15395852,complete,2024-10-21T15:45:00.000Z,2024-10-21T16:45:00.000Z,1,,,""
15395365,complete,2024-10-21T15:30:00.000Z,2024-10-21T16:30:00.000Z,1,,,""
15395359,complete,2024-10-21T16:30:00.000Z,2024-10-21T17:30:00.000Z,1,,,""
15393598,complete,2024-10-21T15:00:00.000Z,2024-10-21T16:00:00.000Z,1,,,""
15383382,complete,2024-10-20T15:00:00.000Z,2024-10-20T16:00:00.000Z,1,,,""
15377514,complete,2024-10-19T12:00:00.000Z,2024-10-19T13:00:00.000Z,1,,,""
15377503,complete,2024-10-19T10:00:00.000Z,2024-10-19T11:00:00.000Z,1,,,""
15375840,complete,2024-10-19T09:30:00.000Z,2024-10-19T10:30:00.000Z,1,,,""
15369074,complete,2024-10-22T16:15:00.000Z,2024-10-22T17:15:00.000Z,1,,,""
15369071,complete,2024-10-22T17:15:00.000Z,2024-10-22T18:15:00.000Z,1,,,""
15367924,complete,2024-10-17T13:00:00.000Z,2024-10-17T14:00:00.000Z,1,,,""
15367534,complete,2024-10-24T16:30:00.000Z,2024-10-24T17:30:00.000Z,1,,,""
15367251,complete,2024-10-17T16:30:00.000Z,2024-10-17T17:30:00.000Z,1,,,""
15364451,complete,2024-10-16T14:45:00.000Z,2024-10-16T15:45:00.000Z,1,,,""
15363842,complete,2024-10-21T16:00:00.000Z,2024-10-21T17:00:00.000Z,1,,,""
15354431,complete,2024-10-16T17:40:00.000Z,2024-10-16T18:40:00.000Z,1,,,""
15353358,complete,2024-10-16T16:15:00.000Z,2024-10-16T17:15:00.000Z,1,,,""
15352738,complete,2024-10-16T16:30:00.000Z,2024-10-16T18:30:00.000Z,2,,,""
15349434,complete,2024-10-14T16:00:00.000Z,2024-10-14T17:00:00.000Z,1,,,""
15349421,complete,2024-10-07T16:00:00.000Z,2024-10-07T17:00:00.000Z,1,,,""
15349411,complete,2024-10-12T13:00:00.000Z,2024-10-12T14:00:00.000Z,1,,,""
15343608,complete,2024-10-22T16:30:00.000Z,2024-10-22T17:30:00.000Z,1,,,""
15341822,complete,2024-10-15T17:00:00.000Z,2024-10-15T17:45:00.000Z,0.75,,,""
15341505,complete,2024-10-15T15:15:00.000Z,2024-10-15T16:15:00.000Z,1,,,""
15341469,cancelled,2024-10-15T17:00:00.000Z,2024-10-15T18:00:00.000Z,1,,,""
15340712,complete,2024-10-15T16:00:00.000Z,2024-10-15T17:00:00.000Z,1,,,""
